Set Category,Set Name,Card ID,Card Name,Clan,Deck,Card Type
Temptations Cycle,Coils of Power,99,Higashi Kaze Company,Unicorn,Dynasty,Character
Temptations Cycle,Coils of Power,95,Kami of Ancient Wisdom,Phoenix,Dynasty,Character
Temptations Cycle,Coils of Power,93,Militant Faithful,Dragon,Dynasty,Character
Temptations Cycle,Coils of Power,98,Open Field Skirmisher,Unicorn,Dynasty,Character
Temptations Cycle,Coils of Power,96,Shosuro Deceiver,Scorpion,Dynasty,Character
Temptations Cycle,Coils of Power,90,Repentant Legion,Crab,Dynasty,Character
Temptations Cycle,Coils of Power,102,Phoenix Tattoo,Dragon,Conflict,Attachment
Temptations Cycle,Coils of Power,101,Tsangusuri Ward,Crane,Conflict,Attachment
Temptations Cycle,Coils of Power,100,Battle Meditation,Crab,Conflict,Event
Temptations Cycle,Coils of Power,105,Battlefield Orders,Lion,Conflict,Event
Temptations Cycle,Coils of Power,103,Betrayal of Truth,Dragon,Conflict,Event
Temptations Cycle,Coils of Power,106,Calling the Storm,Phoenix,Conflict,Event
Temptations Cycle,Coils of Power,97,Display of Loyalty,Scorpion,Dynasty,Event
Temptations Cycle,Coils of Power,107,Final Whisper,Scorpion,Conflict,Event
Temptations Cycle,Coils of Power,108,Overrun,Unicorn,Conflict,Event
Temptations Cycle,Coils of Power,87,Castle of the Forgotten,Crab,—,Stronghold
Temptations Cycle,Coils of Power,89,Deserted Shrine,Neutral,—,Province
Temptations Cycle,Coils of Power,88,Offerings to the Kami,Phoenix,—,Province
Temptations Cycle,Coils of Power,92,Fū Sui Temple,Crane,Dynasty,Holding
Temptations Cycle,Peace at Any Cost,127,A War on Two Fronts,Lion,Conflict,Event
Temptations Cycle,Peace at Any Cost,122,At Any Cost,Crab,Conflict,Event
Temptations Cycle,Peace at Any Cost,128,Cleanse the Empire,Phoenix,Conflict,Event
Temptations Cycle,Peace at Any Cost,130,Ride On,Unicorn,Conflict,Event
Temptations Cycle,Peace at Any Cost,129,Subterfuge,Scorpion,Conflict,Event
Temptations Cycle,Peace at Any Cost,126,Ujiaki's Offer,Lion,Conflict,Event
Temptations Cycle,Peace at Any Cost,116,Adorned Temple,Dragon,Dynasty,Holding
Temptations Cycle,Peace at Any Cost,113,Doom Thrower,Crab,Dynasty,Holding
Temptations Cycle,Peace at Any Cost,125,Belief in the Little Teacher,Dragon,Conflict,Attachment
Temptations Cycle,Peace at Any Cost,123,Dutiful Assistant,Crane,Conflict,Attachment
Temptations Cycle,Peace at Any Cost,124,Setting the Standard,Crane,Conflict,Attachment
Temptations Cycle,Peace at Any Cost,114,Daidoji Iron Warrior,Crane,Dynasty,Character
Temptations Cycle,Peace at Any Cost,115,Furtive Sympathizer,Dragon,Dynasty,Character
Temptations Cycle,Peace at Any Cost,117,Ikoma Ujiaki (PaAC),Lion,Dynasty,Character
Temptations Cycle,Peace at Any Cost,118,Inquisitorial Initiate,Phoenix,Dynasty,Character
Temptations Cycle,Peace at Any Cost,112,Midnight Builder,Crab,Dynasty,Character
Temptations Cycle,Peace at Any Cost,121,Moto Conqueror,Unicorn,Dynasty,Character
Temptations Cycle,Peace at Any Cost,119,Relentless Inquisitor,Phoenix,Dynasty,Character
Temptations Cycle,Peace at Any Cost,120,Underhanded Samurai,Scorpion,Dynasty,Character
Temptations Cycle,Peace at Any Cost,110,Golden Plains,Unicorn,—,Province
Temptations Cycle,Peace at Any Cost,111,Lord's Ascendancy,Neutral,—,Province
Temptations Cycle,Peace at Any Cost,109,Shiro Gisu,Phoenix,—,Stronghold
Premium Expansion,Children of the Empire,45,Akodo Toturi,Neutral,Dynasty,Character
Premium Expansion,Children of the Empire,12,Courtly Challenger,Crane,Dynasty,Character
Premium Expansion,Children of the Empire,37,Honest Challenger,Unicorn,Dynasty,Character
Premium Expansion,Children of the Empire,58,Mirumoto Daishō,Dragon,Conflict,Attachment
Premium Expansion,Children of the Empire,34,Social Puppeteer,Scorpion,Dynasty,Character
Premium Expansion,Children of the Empire,23,Student of War,Lion,Dynasty,Character
Premium Expansion,Children of the Empire,68,Subdue the Spirits,Phoenix,Conflict,Event
Premium Expansion,Children of the Empire,52,In Defense of Rokugan,Crab,Conflict,Event
Premium Expansion,Children of the Empire,80,Stay Your Hand,Neutral,Conflict,Event
Premium Expansion,Children of the Empire,74,Jewel of the Khamasīn,Unicorn,Conflict,Attachment
Premium Expansion,Children of the Empire,62,Hand to Hand,Lion,Conflict,Event
Premium Expansion,Children of the Empire,60,Karmic Balance,Dragon,Conflict,Event
Premium Expansion,Children of the Empire,55,Try Again Tomorrow,Crane,Conflict,Event
Premium Expansion,Children of the Empire,28,Sage of Gisei Toshi,Phoenix,Dynasty,Character
Premium Expansion,Children of the Empire,10,Heavy Ballista,Crab,Dynasty,Holding
Premium Expansion,Children of the Empire,72,Miyako's Undertaking,Scorpion,Conflict,Event
Premium Expansion,Children of the Empire,19,Mirumoto Hitomi,Dragon,Dynasty,Character
Premium Expansion,Children of the Empire,9,Hida Yakamo,Crab,Dynasty,Character
Premium Expansion,Children of the Empire,63,The Fires of Justice,Lion,Conflict,Event
Premium Expansion,Children of the Empire,41,Aspiring Challenger,Neutral,Dynasty,Character
Premium Expansion,Children of the Empire,59,Magnificent Triumph,Dragon,Conflict,Event
Premium Expansion,Children of the Empire,31,Loyal Challenger,Scorpion,Dynasty,Character
Premium Expansion,Children of the Empire,18,Tranquil Philosopher,Dragon,Dynasty,Character
Premium Expansion,Children of the Empire,21,Honorable Challenger,Lion,Dynasty,Character
Premium Expansion,Children of the Empire,69,Infiltrator's Tools,Scorpion,Conflict,Attachment
Premium Expansion,Children of the Empire,39,Shiotome Heroine,Unicorn,Dynasty,Character
Premium Expansion,Children of the Empire,27,Sincere Challenger,Phoenix,Dynasty,Character
Premium Expansion,Children of the Empire,40,Utaku Kamoko,Unicorn,Dynasty,Character
Premium Expansion,Children of the Empire,1,Kiku Matsuri,Neutral,—,Province
Premium Expansion,Children of the Empire,22,Ikoma Orator,Lion,Dynasty,Character
Premium Expansion,Children of the Empire,64,Glorious Victory,Lion,Conflict,Event
Premium Expansion,Children of the Empire,75,Challenge on the Fields,Unicorn,Conflict,Event
Premium Expansion,Children of the Empire,65,Unmatched Expertise,Phoenix,Conflict,Attachment
Premium Expansion,Children of the Empire,24,Matsu Tsuko,Lion,Dynasty,Character
Premium Expansion,Children of the Empire,29,Isawa Ujina,Phoenix,Dynasty,Character
Premium Expansion,Children of the Empire,38,Ide Negotiator,Unicorn,Dynasty,Character
Premium Expansion,Children of the Empire,66,Gift of Amaterasu,Phoenix,Conflict,Event
Premium Expansion,Children of the Empire,7,Yasuki Procurer,Crab,Dynasty,Character
Premium Expansion,Children of the Empire,35,Shosuro Hametsu,Scorpion,Dynasty,Character
Premium Expansion,Children of the Empire,6,Daring Challenger,Crab,Dynasty,Character
Premium Expansion,Children of the Empire,3,Midnight Revels,Neutral,—,Province
Premium Expansion,Children of the Empire,32,Midnight Prowler,Scorpion,Dynasty,Character
Premium Expansion,Children of the Empire,70,Kirei-ko,Scorpion,Conflict,Event
Premium Expansion,Children of the Empire,50,Honed Nodachi,Crab,Conflict,Attachment
Premium Expansion,Children of the Empire,26,Fire Tensai Acolyte,Phoenix,Dynasty,Character
Premium Expansion,Children of the Empire,61,True Strike Kenjutsu,Lion,Conflict,Attachment
Premium Expansion,Children of the Empire,51,Smuggling Deal,Crab,Conflict,Event
Premium Expansion,Children of the Empire,81,Warm Welcome,Neutral,Conflict,Event
Premium Expansion,Children of the Empire,14,Kakita Toshimoko,Crane,Dynasty,Character
Premium Expansion,Children of the Empire,15,Kakita Dōjō,Crane,Dynasty,Holding
Premium Expansion,Children of the Empire,20,Mirumoto Dōjō,Dragon,Dynasty,Holding
Premium Expansion,Children of the Empire,2,Illustrious Forge,Neutral,—,Province
Premium Expansion,Children of the Empire,53,Iaijutsu Master,Crane,Conflict,Attachment
Premium Expansion,Children of the Empire,17,Prudent Challenger,Dragon,Dynasty,Character
Premium Expansion,Children of the Empire,54,Storied Defeat,Crane,Conflict,Event
Premium Expansion,Children of the Empire,42,Seppun Hidden Guard,Neutral,Dynasty,Character
Premium Expansion,Children of the Empire,4,Temple of the Dragons,Neutral,—,Province
Premium Expansion,Children of the Empire,47,Miya Library,Neutral,Dynasty,Holding
Premium Expansion,Children of the Empire,78,Unveiled Destiny,Neutral,Conflict,Attachment
Premium Expansion,Children of the Empire,44,Righteous Magistrate,Neutral,Dynasty,Character
Premium Expansion,Children of the Empire,43,Humble Magistrate,Neutral,Dynasty,Character
Premium Expansion,Children of the Empire,46,Hantei XXXVIII,Neutral,Dynasty,Character
Premium Expansion,Children of the Empire,79,Defend Your Honor,Neutral,Conflict,Event
Premium Expansion,Children of the Empire,5,Vassal Fields,Neutral,—,Province
Premium Expansion,Children of the Empire,71,Unmask,Scorpion,Conflict,Event
Premium Expansion,Children of the Empire,25,Tactician's Camp,Lion,Dynasty,Holding
Premium Expansion,Children of the Empire,8,Siege Captain,Crab,Dynasty,Character
Premium Expansion,Children of the Empire,73,Shinjo Ambusher,Unicorn,Conflict,Character
Premium Expansion,Children of the Empire,67,Severed From the Stream,Phoenix,Conflict,Event
Premium Expansion,Children of the Empire,48,Proving Ground,Neutral,Dynasty,Holding
Premium Expansion,Children of the Empire,13,Paragon of Grace,Crane,Dynasty,Character
Premium Expansion,Children of the Empire,76,Leniency,Unicorn,Conflict,Event
Premium Expansion,Children of the Empire,11,Ichigenkin Soloist,Crane,Dynasty,Character
Premium Expansion,Children of the Empire,33,Attendant to the Emperor,Scorpion,Dynasty,Character
Premium Expansion,Children of the Empire,57,Solitary Strength,Dragon,Conflict,Attachment
Premium Expansion,Children of the Empire,82,Prayers to Ebisu,Neutral,Conflict,Event
Premium Expansion,Children of the Empire,36,Outskirsts Sentry,Unicorn,Dynasty,Character
Premium Expansion,Children of the Empire,77,Kujira's Hireling,Neutral,Conflict,Character
Premium Expansion,Children of the Empire,16,Kitsuki Counselor,Dragon,Dynasty,Character
Premium Expansion,Children of the Empire,49,Guardian of Virtue,Crab,Conflict,Character
Premium Expansion,Children of the Empire,56,Civil Discourse,Crane,Conflict,Event
Premium Expansion,Children of the Empire,30,Ancestral Shrine,Phoenix,Dynasty,Holding
Premium Expansion,Clan War,66,The Crashing Wave,Crab,Conflict,Event
Premium Expansion,Clan War,3,Exposed Secrets (treaty),Neutral,—,treaty
Premium Expansion,Clan War,82,Appeal to Sympathy,Phoenix,Conflict,Event
Premium Expansion,Clan War,42,Battle Aspirant,Lion,Dynasty,Character
Premium Expansion,Clan War,86,Compelling Testimony,Scorpion,Conflict,Event
Premium Expansion,Clan War,57,Endless Plains Skirmisher,Unicorn,Dynasty,Character
Premium Expansion,Clan War,94,Enlightenment,Neutral,Conflict,Event
Premium Expansion,Clan War,25,Hida Secretkeeper,Crab,Dynasty,Character
Premium Expansion,Clan War,15,Karmic Teachings,Dragon,—,Province
Premium Expansion,Clan War,32,Perfect Guest,Crane,Dynasty,Character
Premium Expansion,Clan War,48,Serene Seer,Phoenix,Dynasty,Character
Premium Expansion,Clan War,1,Desertion,Neutral,—,treaty
Premium Expansion,Clan War,13,Slaughtered Village,Crab,—,Province
Premium Expansion,Clan War,18,Shadowed Alleyway,Scorpion,—,Province
Premium Expansion,Clan War,93,Seize the Day,Neutral,Conflict,Event
Premium Expansion,Clan War,41,Righteous Akodo,Lion,Dynasty,Character
Premium Expansion,Clan War,79,Privileged Position,Neutral,Conflict,Event
Premium Expansion,Clan War,14,Model of Courtesy,Crane,—,Province
Premium Expansion,Clan War,64,Kobo Ichi-Kai Jūjutsu,Crab,Conflict,Attachment
Premium Expansion,Clan War,92,Hige's Sermon,Neutral,Conflict,Event
Premium Expansion,Clan War,90,Diversionary Maneuver,Unicorn,Conflict,Event
Premium Expansion,Clan War,7,Second Chances,Neutral,—,treaty
Premium Expansion,Clan War,20,Temple of Daikoku,Neutral,—,Province
Premium Expansion,Clan War,21,Temple of Jikoju,Neutral,—,Province
Premium Expansion,Clan War,22,Temple of Osano-wo,Neutral,—,Province
Premium Expansion,Clan War,23,Temple of Shinsei's Wisdom,Neutral,—,Province
Premium Expansion,Clan War,24,Temple of the Thunders,Neutral,—,Province
Premium Expansion,Clan War,39,Alchemical Laboratory,Dragon,Dynasty,Holding
Premium Expansion,Clan War,46,Isawa Pilgrim,Phoenix,Dynasty,Character
Premium Expansion,Clan War,56,Merchant of Curiosities,Unicorn,Dynasty,Character
Premium Expansion,Clan War,59,Forthright Ide,Unicorn,Dynasty,Character
Premium Expansion,Clan War,65,Common Cause,Crab,Conflict,Event
Premium Expansion,Clan War,71,Return the Offense,Crane,Conflict,Event
Premium Expansion,Clan War,77,Called to War,Lion,Conflict,Event
Premium Expansion,Clan War,84,Bayushi Traitor,Scorpion,Conflict,Character
Premium Expansion,Clan War,45,Expert Interpreter,Phoenix,Dynasty,Character
Premium Expansion,Clan War,35,Inventive Mirumoto,Dragon,Dynasty,Character
Premium Expansion,Clan War,62,Insightful Gatekeeper,Neutral,Dynasty,Character
Premium Expansion,Clan War,61,Cunning Confidant,Neutral,Dynasty,Character
Premium Expansion,Clan War,83,Ramparts of Stone,Phoenix,Conflict,Event
Premium Expansion,Clan War,49,Hallowed Ground,Phoenix,Dynasty,Holding
Premium Expansion,Clan War,47,Mediator of Hostilities,Phoenix,Dynasty,Character
Premium Expansion,Clan War,80,Peacemaker's Blade,Phoenix,Conflict,Attachment
Premium Expansion,Clan War,81,Trick of the Light,Phoenix,Conflict,Event
Premium Expansion,Clan War,37,Ascetic of the North Wall,Dragon,Dynasty,Character
Premium Expansion,Clan War,60,Shika Matchmaker,Neutral,Dynasty,Character
Premium Expansion,Clan War,2,Dishonorable Dealings,Neutral,—,treaty
Premium Expansion,Clan War,4,Falling Fortune,Neutral,—,treaty
Premium Expansion,Clan War,5,Finding a New Lord,Neutral,—,treaty
Premium Expansion,Clan War,6,Forgotten Plans,Neutral,—,treaty
Premium Expansion,Clan War,8,Sent to their Deaths,Neutral,—,treaty
Premium Expansion,Clan War,9,Shattered Blades,Neutral,—,treaty
Premium Expansion,Clan War,10,Spreading Discontent,Neutral,—,treaty
Premium Expansion,Clan War,11,Transgression of Honor,Neutral,—,treaty
Premium Expansion,Clan War,12,Upholding Bushido,Neutral,—,treaty
Premium Expansion,Clan War,17,Fury of the Kami,Phoenix,—,Province
Premium Expansion,Clan War,16,Strategizing,Lion,—,Province
Premium Expansion,Clan War,19,Fields of the Wind,Unicorn,—,Province
Premium Expansion,Clan War,26,One of the Forgotten,Crab,Dynasty,Character
Premium Expansion,Clan War,27,Sake House Smuggler,Crab,Dynasty,Character
Premium Expansion,Clan War,28,Kuni Silencer,Crab,Dynasty,Character
Premium Expansion,Clan War,30,Chancellor's Aide,Crane,Dynasty,Character
Premium Expansion,Clan War,31,Dazzling Duelist,Crane,Dynasty,Character
Premium Expansion,Clan War,29,Roadside Inn,Crab,Dynasty,Holding
Premium Expansion,Clan War,33,Masterpiece Painter,Crane,Dynasty,Character
Premium Expansion,Clan War,34,Negotiation Table,Crane,Dynasty,Holding
Premium Expansion,Clan War,36,Agasha Prodigy,Dragon,Dynasty,Character
Premium Expansion,Clan War,38,Mindful Warrior,Dragon,Dynasty,Character
Premium Expansion,Clan War,40,Ikoma Message Runner,Lion,Dynasty,Character
Premium Expansion,Clan War,43,Medium of the Living Soul,Lion,Dynasty,Character
Premium Expansion,Clan War,44,Bushidō Adherent,Lion,Dynasty,Character
Premium Expansion,Clan War,58,Way Station Trader,Unicorn,Dynasty,Character
Premium Expansion,Clan War,52,Vice Proprietor,Scorpion,Dynasty,Character
Premium Expansion,Clan War,51,Shosuro Actor,Scorpion,Dynasty,Character
Premium Expansion,Clan War,50,Shepherd of Visages,Scorpion,Dynasty,Character
Premium Expansion,Clan War,53,Master Whisperer,Scorpion,Dynasty,Character
Premium Expansion,Clan War,63,Venerable Fortunist,Neutral,Dynasty,Character
Premium Expansion,Clan War,67,Fulfill Your Duty,Crab,Conflict,Event
Premium Expansion,Clan War,69,Favorable Alliance,Crane,Conflict,Event
Premium Expansion,Clan War,68,A Game of Letters,Crane,Conflict,Event
Premium Expansion,Clan War,74,Unquestioned Heritage,Dragon,Conflict,Event
Premium Expansion,Clan War,76,Take Up Command,Lion,Conflict,Attachment
Premium Expansion,Clan War,72,Inscribed Tantō,Dragon,Conflict,Attachment
Premium Expansion,Clan War,75,Impossible Kōan,Dragon,Conflict,Event
Premium Expansion,Clan War,70,Cultured Façade,Crane,Conflict,Event
Premium Expansion,Clan War,73,Contemplative Wisdom,Dragon,Conflict,Attachment
Premium Expansion,Clan War,78,All Out Assault,Lion,Conflict,Event
Premium Expansion,Clan War,54,Acclaimed Geisha House,Scorpion,Dynasty,Holding
Premium Expansion,Clan War,55,Altansarnai's Vanguard,Unicorn,Dynasty,Character
Premium Expansion,Clan War,89,Way of the Open Hand,Unicorn,Conflict,Event
Premium Expansion,Clan War,91,Join the Fray,Unicorn,Conflict,Event
Premium Expansion,Clan War,85,Imbued With Shadows,Scorpion,Conflict,Event
Premium Expansion,Clan War,88,Expert Bartering,Unicorn,Conflict,Attachment
Premium Expansion,Clan War,87,Criminal Contacts,Scorpion,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,120,Accursed Summoning,Neutral,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,53,At His Command,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,113,Betrayed Vision,Scorpion,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,63,Blasphemous Act,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,104,Centered Breath,Dragon,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,62,Consumed By Evil,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,111,Dance of Chikushō-dō,Phoenix,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,59,Dark Bargain,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,52,Death After Life,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,66,Despair,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,116,Defiance,Neutral,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,57,Direct Assault,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,107,Directing the Battle,Lion,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,51,Drawn to Blood,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,68,Duty's Cost,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,110,Elemental Inversion,Phoenix,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,54,Evil Portents,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,70,Exploit Weakness,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,117,Exposed Secrets,Neutral,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,72,In Service to Shadow,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,100,Jade Strike,Crab,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,118,Lurking Affliction,Neutral,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,103,Masashigi's Sacrifice,Crane,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,108,Peerless Discipline,Lion,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,44,Power of Jigoku,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,101,Preeminent Decree,Crane,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,106,Prove Your Skill,Lion,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,102,Resourcefulness,Crane,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,65,Shameful Affliction,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,112,Soshi's Memory,Scorpion,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,105,Swell of Seafoam,Dragon,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,73,The First War,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,55,Uncontained,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,121,Unveiled Corruption,Neutral,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,47,Violence and Evil,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,49,Way of the Shadowlands,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,119,Way of the Warrior,Neutral,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,86,Akodo Mastermind,Lion,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,40,Bloodthirsty Kansen,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,41,Bog Hag,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,18,Chieftain Fouleye,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,37,Chuda Gyushi,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,80,Daidoji Strategist,Crane,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,26,Dark Moto,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,17,Detritus Priest,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,81,Discerning Yoriki,Dragon,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,89,Disciple of Deception,Scorpion,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,20,Endless Ranks,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,76,Exiled Guardian,Crab,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,95,Fearless Sailor,Neutral,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,85,Field Tactician,Lion,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,43,Gashadokuro,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,14,Goblin Brawler,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,77,Hida Backbreaker,Crab,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,35,Insatiable Gaki,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,15,Fouleye's Elite,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,79,Iron Warrior Vanguard,Crane,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,88,Isawa Skycaller,Phoenix,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,23,Kitsu Sokori,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,24,Lost Samurai,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,94,Moto Beastmaster,Unicorn,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,27,Moto Tsume,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,90,Loyal Oathbreaker,Scorpion,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,38,Oni of Obsidian and Blood,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,96,Oni Tyrant,Neutral,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,25,Onikage Rider,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,30,Penanggalan,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,42,Prakhara the Schemer,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,92,Reckless Avenger,Unicorn,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,29,Scavenging Goblin,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,93,Seasoned Patroller,Unicorn,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,34,Shambling Servant,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,91,Silent Enforcer,Scorpion,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,19,Skeletal Warrior,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,83,Teacher of Empty Thought,Dragon,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,32,The Butcher of Ishigaki,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,82,Togashi Dreamer,Dragon,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,22,Undead Horror,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,87,Void Wielder,Phoenix,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,31,Wild Ogre,Shadowlands,Dynasty,Character
Premium Expansion,Under Fu Leng's Shadow,97,Audience Chamber,Neutral,Dynasty,Holding
Premium Expansion,Under Fu Leng's Shadow,16,Goblin Hovel,Shadowlands,Dynasty,Holding
Premium Expansion,Under Fu Leng's Shadow,36,Haunted Ruins,Shadowlands,Dynasty,Holding
Premium Expansion,Under Fu Leng's Shadow,21,Killing Field,Shadowlands,Dynasty,Holding
Premium Expansion,Under Fu Leng's Shadow,33,Oni Lair,Shadowlands,Dynasty,Holding
Premium Expansion,Under Fu Leng's Shadow,84,Revered Bonshō,Dragon,Dynasty,Holding
Premium Expansion,Under Fu Leng's Shadow,39,Shrine to Jigoku,Shadowlands,Dynasty,Holding
Premium Expansion,Under Fu Leng's Shadow,78,Third Tower,Crab,Dynasty,Holding
Premium Expansion,Under Fu Leng's Shadow,28,Thundering Tide Keep,Shadowlands,Dynasty,Holding
Premium Expansion,Under Fu Leng's Shadow,4,Blood Fields,Shadowlands,—,Province
Premium Expansion,Under Fu Leng's Shadow,5,Defiled Cavern,Shadowlands,—,Province
Premium Expansion,Under Fu Leng's Shadow,6,Fallen Chrysanthemum Lake,Shadowlands,—,Province
Premium Expansion,Under Fu Leng's Shadow,7,False Lantern Grove,Shadowlands,—,Province
Premium Expansion,Under Fu Leng's Shadow,8,Forgotten Tomb of Fu Leng,Shadowlands,—,Province
Premium Expansion,Under Fu Leng's Shadow,9,Garden of Corruption,Shadowlands,—,Province
Premium Expansion,Under Fu Leng's Shadow,45,Blade of Chaos,Shadowlands,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,115,Daikyū,Unicorn,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,58,Dark Brother's Blade,Shadowlands,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,46,Horrific Scarring,Shadowlands,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,98,Jade Talisman,Crab,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,99,Jade-Inlaid Katana,Crab,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,60,Lurking Treachery,Shadowlands,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,69,Obsidian Shard,Shadowlands,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,61,Permeating Mutation,Shadowlands,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,114,Scarlet Sabre,Unicorn,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,109,Spell Scroll,Phoenix,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,71,Tainted Wasteland,Shadowlands,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,50,Tendrils of Corruption,Shadowlands,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,56,Unending Hatred,Shadowlands,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,75,Shiro Yogo,Scorpion,—,Stronghold
Premium Expansion,Under Fu Leng's Shadow,74,Twin Soul Temple,Phoenix,—,Stronghold
